NAME,TAXONNO,TAXON,NATIVE,HYBRID,ID,Major_group,Family,Genus_hybrid_marker,Genus,Species_hybrid_marker,Infraspecific_rank,Infraspecific_epithet,Authorship,Taxonomic_status_in_TPL,Nomenclatural_status_original,Confidence_level,Source,Source_id,IPNI_id,Publication,Collation,Page,Date,SppID
Solanum tuberosum,5024,0920  4360,AN,,tro-29600334,A,Solanaceae,,Solanum,,,,L.,Accepted,,M,TRO,29600334,821337-1,Sp. Pl.,1: 185,185,1753,337003
Soleirolia soleirolii,5030,0920   965,AN,,kew-2596260,A,Urticaceae,,Soleirolia,,,,(Req.) Dandy,Accepted,,M,WCSP (in review),729578,856545-1,Feddes Repert.,70: 4,,1965,343508
Solidago canadensis,5031,0920  2251,AN,,gcc-17814,A,Compositae,,Solidago,,,,L.,Accepted,,M,TICA,B734D161-8EB6-4443-A428-20E34D7DA8EC,249454-1,Sp. Pl.,,878,1753,99005
Solidago gigantea,7369,0920  2434,AN,,gcc-91414,A,Compositae,,Solidago,,,,Aiton,Accepted,,M,TICA,830E56C9-8DEC-4A8C-B9C6-8655463ACDEF,240237-2,,,211,1789,99023
Solidago virgaurea,5034,0920  1951,N,,gcc-44550,A,Compositae,,Solidago,,,,L.,Accepted,,M,TICA,BBBA5F20-5969-4D1A-ACFA-5289DAEB0E8A,249947-1,Sp. Pl.,,880,1753,99100
Sonchus arvensis,5035,0920  1952,N,,gcc-48853,A,Compositae,,Sonchus,,,,L.,Accepted,,M,TICA,9ECA6031-FEB2-4687-9E3E-5A7DB69641D6,250029-1,Sp. Pl.,,793,1753,99126
Sonchus asper,5038,0920  1953,N,,gcc-130230,A,Compositae,,Sonchus,,,,(L.) Hill,Accepted,,M,TICA,66DF1A4E-84EA-41AA-BD09-DE16767F4769,1003017-2,Herb. Brit. 1: 47. 1769.,,47,1769,99127
Sonchus oleraceus,5040,0920  1954,N,,gcc-26069,A,Compositae,,Sonchus,,,,(L.) L.,Accepted,,M,TICA,214E5882-A24D-421C-B70B-3033D38E17EB,250268-1,Sp. Pl.,,794,1753,99206
Sonchus palustris,5041,0920  1955,N,,gcc-30288,A,Compositae,,Sonchus,,,,L.,Accepted,,M,TICA,AF8AD7BD-E3DE-4A85-BC86-380AEDE7BA79,250281-1,,,793,1753,99210
Sorbus anglica,5042,0920  1956,N,,rjp-735,A,Rosaceae,,Sorbus,,,,Hedl.,Accepted,,H,RJP,735,,,; 1914,258,1914,307591
Sorbus aria,5044,0920  1958,N,,rjp-258,A,Rosaceae,,Sorbus,,,,(L.) Crantz,Accepted,,L,RJP,258,741629-1,Stirpium austriarum fasciculus,Stirpium austriarum fasciculus; 1762,"46, t.2,f.2",1763,307594
Sorbus aria x aucuparia (S. x thuringiaca),5045,0920  1975,N,H,,,,,,,,,,,,,,,,,,,,
Sorbus arranensis,7370,0920  1959,N,,rjp-1110,A,Rosaceae,,Sorbus,,,,Hedl.,Accepted,,H,RJP,1110,741634-1,,; 1901,"60, f.12,13",1901,307597
Sorbus aucuparia,5047,0920  1960,N,,rjp-68,A,Rosaceae,,Sorbus,,,,L.,Accepted,,H,RJP,68,741641-1,"Species plantarum, edition 1","Species plantarum, edition 1; 1753",477,1753,307599
Sorbus bristoliensis,5048,0920  1961,N,,rjp-563,A,Rosaceae,,Sorbus,,,,Wilmott,Accepted,,H,RJP,563,,,; 1934,"76, f.c",1934,307608
Sorbus croceocarpa,5049,0920  2626,AN,,rjp-1301,A,Rosaceae,,Sorbus,,,,P.D.Sell,Accepted,,H,RJP,1301,,,; 1989,392,1989,307628
Sorbus devoniensis,5051,0920  1962,N,,rjp-69,A,Rosaceae,,Sorbus,,,,E.F.Warb.,Accepted,,H,RJP,69,741706-1,,; 1957,46,1957,307636
Sorbus domestica,7371,0920  1963,N,,rjp-989,A,Rosaceae,,Sorbus,,,,L.,Accepted,,L,RJP,989,324828-2,"Species plantarum, edition 1","Species plantarum, edition 1; 1753",477,1753,307638
Sorbus eminens,5052,0920  1964,N,,rjp-1260,A,Rosaceae,,Sorbus,,,,E.F.Warb.,Accepted,,H,RJP,1260,741722-1,,; 1957,44,1957,307643
Sorbus intermedia,9762,0920  1966,AN,,rjp-616,A,Rosaceae,,Sorbus,,,,(Ehrh.) Pers.,Accepted,,L,RJP,616,,Synopsis plantarum,Synopsis plantarum; 1805,38,1806,307683
Sorbus lancastriensis,5054,0920  1967,N,,rjp-644,A,Rosaceae,,Sorbus,,,,E.F.Warb.,Accepted,,H,RJP,644,741818-1,,; 1957,45,1957,307696
Sorbus latifolia,5055,0920  2628,AN,,rjp-487,A,Rosaceae,,Sorbus,,,,(Lam.) Pers.,Accepted,,L,RJP,487,,Synopsis plantarum,Synopsis plantarum; 1805,38,1806,307698
Sorbus leptophylla,5056,0920  1969,N,,rjp-1237,A,Rosaceae,,Sorbus,,,,E.F.Warb.,Accepted,,H,RJP,1237,741825-1,,; 1957,44,1957,307701
Sorbus leyana,7372,0920  1970,N,,rjp-1048,A,Rosaceae,,Sorbus,,,,Wilmott,Accepted,,H,RJP,1048,,,; 1934,"78, f.d",1934,307702
Sorbus minima,5057,0920  1971,N,,rjp-790,A,Rosaceae,,Sorbus,,,,(Ley) Hedl.,Accepted,,H,RJP,790,741852-1,,; 1901,61,1901,307720
Sorbus porrigentiformis,5058,0920  1972,N,,rjp-414,A,Rosaceae,,Sorbus,,,,E.F.Warb.,Accepted,,H,RJP,414,741906-1,,; 1957,45,1957,307743
Sorbus pseudofennica,5059,0920  1973,N,,rjp-416,A,Rosaceae,,Sorbus,,,,E.F.Warb.,Accepted,,H,RJP,416,741917-1,,; 1957,43,1957,307748
Sorbus rupicola,5060,0920  1974,N,,rjp-1297,A,Rosaceae,,Sorbus,,,,(Syme) Hedl.,Accepted,,H,RJP,1297,,,; 1914,256,1914,307769
Sorbus subcuneata,5062,0920  1976,N,,rjp-65,A,Rosaceae,,Sorbus,,,,Wilmott,Accepted,,H,RJP,65,741989-1,,; 1934,"76, f.b",1934,307790
Sorbus torminalis,5063,0920  1977,N,,rjp-595,A,Rosaceae,,Sorbus,,,,(L.) Crantz,Accepted,,H,RJP,595,,Stirpium austriarum fasciculus,Stirpium austriarum fasciculus; 1762,45,1763,307806
Sorbus vexans,5064,0920  1979,N,,rjp-758,A,Rosaceae,,Sorbus,,,,E.F.Warb.,Accepted,,H,RJP,758,742046-1,,; 1957,46,1957,307815
Sorbus wilmottiana,5065,0920  2272,N,,rjp-1238,A,Rosaceae,,Sorbus,,,,E.F.Warb.,Accepted,,H,RJP,1238,742055-1,,; 1967,296,1967,307819
Sorghum halepense,10432,0920  7598,AN,,kew-443460,A,Poaceae,,Sorghum,,,,(L.) Pers.,Accepted,,H,WCSP,443460,422140-1,Syn. Pl.,1: 101,,1805,281489
Sparganium angustifolium,5069,0920  1980,N,,kew-266020,A,Typhaceae,,Sparganium,,,,Michx.,Accepted,,H,WCSP,266020,241071-2,Fl. Bor.-Amer.,2: 189,,1803,342020
Sparganium emersum,7373,0920  1983,N,,kew-266044,A,Typhaceae,,Sparganium,,,,Rehmann,Accepted,,H,WCSP,266044,836755-1,Verh. Naturf. Vereins Brünn,10: 80,,1871 publ. 1872,342022
Sparganium erectum,5071,0920  1981,N,,kew-266057,A,Typhaceae,,Sparganium,,,,L.,Accepted,,H,WCSP,266057,836758-1,Sp. Pl.,971,,1753,342024
Sparganium natans,6995,0920  1982,N,,kew-266110,A,Typhaceae,,Sparganium,,,,L.,Accepted,,H,WCSP,266110,836776-1,Sp. Pl.,971,,1753,342035
Spartina alterniflora x maritima (S. x townsendii),7643,0920  1986,NX,H,,,,,,,,,,,,,,,,,,,,
Spartina anglica,7374,0920  2278,N,,kew-443755,A,Poaceae,,Spartina,,,,C.E.Hubb.,Accepted,,H,WCSP,443755,422426-1,Bot. J. Linn. Soc.,76: 364,,1978,281507
Spartina maritima,5084,0920  1985,N,,kew-443799,A,Poaceae,,Spartina,,,,(Curtis) Fernald,Accepted,,H,WCSP,443799,241121-2,Rhodora,18: 180,,1916,281517
Spartium junceum,5086,0920  4410,AN,,ild-8471,A,Leguminosae,,Spartium,,,,L.,Accepted,,H,ILDIS,8471,,,,,,191231
Spergula arvensis,5088,0920  1987,N,,kew-2487413,A,Caryophyllaceae,,Spergula,,,,L.,Accepted,,L,WCSP (in review),624180,158725-1,Sp. Pl.,440,,1753,66670
Spergularia bocconei,5093,0920  1989,AN,,kew-2478142,A,Caryophyllaceae,,Spergularia,,,,(Scheele) Asch. & Graebn.,Accepted,,M,WCSP (in review),615052,60432053-2,Syn. Mitteleur. Fl.,5: 849,,1919,66689
Spergularia marina,5095,0920  1990,N,,kew-2487483,A,Caryophyllaceae,,Spergularia,,,,(L.) Besser,Accepted,,M,WCSP (in review),624250,241336-2,Enum. Pl.,97,,1822,66711
Spergularia media,5097,0920  1991,N,,kew-2487471,A,Caryophyllaceae,,Spergularia,,,,(L.) C.Presl,Accepted,,M,WCSP (in review),624238,1019502-1,Fl. Sicul.,161,,1826,66713
Spergularia rubra,5098,0920  1992,N,,kew-2482087,A,Caryophyllaceae,,Spergularia,,,,(L.) J.Presl & C.Presl,Accepted,,L,WCSP (in review),618974,158983-1,Fl. ?ech.,94,,1819,66722
Spergularia rupicola,5099,0920  1993,N,,kew-2482093,A,Caryophyllaceae,,Spergularia,,,,Lebel,Accepted,,M,WCSP (in review),618980,158988-1,Mém. Soc. Imp. Sci. Nat. Cherbourg,7: 274,,1860,66724
Spiraea douglasii,5107,0920  2658,AN,,rjp-1261,A,Rosaceae,,Spiraea,,,,Hook.,Accepted,,H,RJP,1261,,Flora boreali-americana,Flora boreali-americana; 1829,172,1832,307861
Spiraea salicifolia,5110,0920  2659,AN,,rjp-275,A,Rosaceae,,Spiraea,,,,L.,Accepted,,H,RJP,275,30200186-2,"Species plantarum, edition 1","Species plantarum, edition 1; 1753",489,1753,307929
Spiranthes aestivalis,5113,0920  1995,N,,kew-194181,A,Orchidaceae,,Spiranthes,,,,(Poir.) Rich.,Accepted,,H,WCSP,194181,658136-1,De Orchid. Eur.,36,,1817,252057
Spiranthes romanzoffiana,5114,0920  1996,N,,kew-194494,A,Orchidaceae,,Spiranthes,,,,Cham.,Accepted,,H,WCSP,194494,242629-2,Linnaea,3: 32,,1828,252086
Spiranthes spiralis,5117,0920  1997,N,,kew-194531,A,Orchidaceae,,Spiranthes,,,,(L.) Chevall.,Accepted,,H,WCSP,194531,658457-1,Fl. Gén. Env. Paris,2: 330,,1827,252089
Spirodela polyrhiza,5118,0920  1127,N,,,,,,,,,,,,,,,,,,,,,
Stachys alpina,5119,0920  1998,AN,,kew-194763,A,Lamiaceae,,Stachys,,,,L.,Accepted,,H,WCSP,194763,459286-1,Sp. Pl.,581,,1753,164375
Stachys annua,5120,0920  2000,AC,,kew-194778,A,Lamiaceae,,Stachys,,,,(L.) L.,Accepted,,H,WCSP,194778,459300-1,Sp. Pl. ed. 2,813,,1763,164382
Stachys arvensis,5121,0920  2001,AR,,kew-194811,A,Lamiaceae,,Stachys,,,,(L.) L.,Accepted,,H,WCSP,194811,459319-1,Sp. Pl. ed. 2,814,,1763,164395
Stachys byzantina,5122,0920  2258,AN,,kew-194896,A,Lamiaceae,,Stachys,,,,K.Koch,Accepted,,H,WCSP,194896,459393-1,Linnaea,21: 686,,1849,164430
Stachys germanica,5123,0920  2002,N,,kew-195092,A,Lamiaceae,,Stachys,,,,L.,Accepted,,H,WCSP,195092,459557-1,Sp. Pl.,581,,1753,164486
Stachys officinalis,5125,0920   237,N,,kew-195388,A,Lamiaceae,,Stachys,,,,(L.) Trevis.,Accepted,,H,WCSP,195388,60455966-2,Prosp. Fl. Eugan.,26,,1842,164601
Stachys palustris,5127,0920  2003,N,,kew-195411,A,Lamiaceae,,Stachys,,,,L.,Accepted,,H,WCSP,195411,459820-1,Sp. Pl.,580,,1753,164607
Stachys palustris x sylvatica (S. x ambigua),5128,0920  1999,N,H,,,,,,,,,,,,,,,,,,,,
Stachys sylvatica,5129,0920  2005,N,,kew-195698,A,Lamiaceae,,Stachys,,,,L.,Accepted,,H,WCSP,195698,460020-1,Sp. Pl.,580,,1753,164694
Stellaria graminea,7377,0920  2009,N,,kew-2482031,A,Caryophyllaceae,,Stellaria,,,,L.,Accepted,,L,WCSP (in review),618919,156675-3,Sp. Pl.,421,,1753,66781
Stellaria holostea,5134,0920  2010,N,,kew-2481934,A,Caryophyllaceae,,Stellaria,,,,L.,Accepted,,M,WCSP (in review),618822,,Sp. Pl.,421,,1753,66787
Stellaria media,5136,0920  2012,N,,kew-2481938,A,Caryophyllaceae,,Stellaria,,,,(L.) Vill.,Accepted,,M,WCSP (in review),618826,30072255-2,Hist. Pl. Dauphiné,3: 615,,1789,66803
Stellaria neglecta,5137,0920  2013,N,,kew-2482630,A,Caryophyllaceae,,Stellaria,,,,Weihe,Accepted,,L,WCSP (in review),619516,159358-1,Comp. Fl. German.,1: 560,,1825,66806
Stellaria nemorum,5138,0920  2014,N,,kew-2482625,A,Caryophyllaceae,,Stellaria,,,,L.,Accepted,,M,WCSP (in review),619511,309327-2,Sp. Pl.,421,,1753,66807
Stellaria pallida,5141,0920  2008,N,,kew-2482661,A,Caryophyllaceae,,Stellaria,,,,(Dumort.) Crép.,Accepted,,M,WCSP (in review),619547,983852-1,Man. Fl. Belgique,ed. 2: 19,,1866,66817
Stellaria palustris,5142,0920  2015,N,,kew-2482617,A,Caryophyllaceae,,Stellaria,,,,Ehrh. ex Retz.,Accepted,,M,WCSP (in review),619503,329698-2,Fl. Scand. Prodr.,ed. 2: 106,,1795,66818
Stellaria uliginosa,10038,0920  2007,N,,kew-2482704,A,Caryophyllaceae,,Stellaria,,,,Murray,Accepted,,M,WCSP (in review),619590,159508-1,Prod. Stirp. Gott.,55,,1770,66845
Stratiotes aloides,5143,0920  2017,NA,,kew-308859,A,Hydrocharitaceae,,Stratiotes,,,,L.,Accepted,,H,WCSP,308859,431936-1,Sp. Pl.,535,,1753,149427
Suaeda maritima,5144,0920  2019,N,,kew-2484020,A,Amaranthaceae,,Suaeda,,,,(L.) Dumort.,Accepted,,L,WCSP (in review),620894,1071140-2,Fl. Belg.,22,,1827,9170
Suaeda vera,5145,0920  2018,N,,kew-2483959,A,Amaranthaceae,,Suaeda,,,,Forssk. ex J.F.Gmel.,Accepted,,M,WCSP (in review),620838,1013554-1,Onomat. Bot. Compl.,8: 797,,1776,9206
Subularia aquatica,5146,0920  2020,N,,kew-2475188,A,Brassicaceae,,Subularia,,,,L.,Accepted,,M,WCSP (in review),612103,290258-1,Sp. Pl.,642,,1753,50328
Succisa pratensis,5147,0920  2021,N,,kew-2593868,A,Caprifoliaceae,,Succisa,,,,Moench,Accepted,,M,WCSP (in review),727217,320331-1,Methodus,489,,1794,63916
Symphoricarpos albus,5148,0920  2022,AN,,kew-2486129,A,Caprifoliaceae,,Symphoricarpos,,,,(L.) S.F.Blake,Accepted,,M,WCSP (in review),622901,247027-2,Rhodora,16: 118,,1914,63924
Symphoricarpos microphyllus x orbicularis (S. x chenaultii),10861,0920  7604,AN,H,,,,,,,,,,,,,,,,,,,,
Symphytum 'Hidcote Blue' (S. asperum x grandiflorum x officinale),10626,0920  7605,AN,H,,,,,,,,,,,,,,,,,,,,
Symphytum asperum x officinale (S. x uplandicum),9765,0920  2025,AN,H,,,,,,,,,,,,,,,,,,,,
Symphytum grandiflorum,5152,0920  4397,AN,,,,,,,,,,,,,,,,,,,,,
Symphytum officinale,5153,0920  2024,N,,kew-2475636,A,Boraginaceae,,Symphytum,,,,L.,Accepted,,M,WCSP (in review),612550,120815-1,Sp. Pl.,136,,1753,45133
Symphytum orientale,5156,0920  2026,AN,,kew-2475647,A,Boraginaceae,,Symphytum,,,,L.,Accepted,,M,WCSP (in review),612561,120818-1,Sp. Pl.,136,,1753,45134
Symphytum tuberosum,5157,0920  2028,N,,kew-2475643,A,Boraginaceae,,Symphytum,,,,L.,Accepted,,M,WCSP (in review),612557,120840-1,Sp. Pl.,136,,1753,45137
Syringa vulgaris,5159,0920  2029,AN,,kew-356495,A,Oleaceae,,Syringa,,,,L.,Accepted,,H,WCSP,356495,289009-2,Sp. Pl.,9,,1753,226282
Tagetes patula,11436,0920  8243,AC,,,,,,,,,,,,,,,,,,,,,
Tamarix gallica,7380,0920  2031,AN,,kew-2520053,A,Tamaricaceae,,Tamarix,,,,L.,Accepted,,M,WCSP (in review),656195,828110-1,Sp. Pl.,270,,1753,338456
Tamus communis,5161,0920  2032,N,,,,,,,,,,,,,,,,,,,,,
Tanacetum parthenium,5162,0920   503,AR,,gcc-36373,A,Compositae,,Tanacetum,,,,(L.) Sch.Bip.,Accepted,,L,TICA,446954B1-B5D8-41E4-A2F8-4378D981C50B,252460-1,Tanaceteen 55 (1844),,55,1844,100270
Tanacetum vulgare,5163,0920  2033,N,,gcc-76001,A,Compositae,,Tanacetum,,,,L.,Accepted,,M,TICA,56E0B6B9-1812-43B8-859F-63B1119ED590,252568-1,Sp. Pl.,,844,1753,100329
Taraxacum,5170,0920  2034,N,,,,,,,,,,,,,,,,,,,,,
Taxus baccata,5352,0920  2039,N,,kew-2434158,G,Taxaceae,,Taxus,,,,L.,Accepted,,H,WCSP,378626,306036-2,Sp. Pl.,1040,,1753,338530
Teesdalia nudicaulis,5357,0920  2041,N,,kew-2437875,A,Brassicaceae,,Teesdalia,,,,(L.) W.T.Aiton,Accepted,,M,WCSP (in review),575542,1059969-2,Hortus Kew.,4: 83,,1812,50341
Telekia speciosa,5358,0920  4401,AN,,gcc-135816,A,Compositae,,Telekia,,,,(Schreb.) Baumg.,Accepted,,M,TICA,066773D9-4DCE-47A8-B364-EAC831518A58,,,,150,1816,102681
Tellima grandiflora,7417,0920  2435,AN,,kew-2520992,A,Saxifragaceae,,Tellima,,,,(Pursh) Douglas ex Lindl.,Accepted,,M,WCSP (in review),657125,30328517-2,Bot. Reg.,14: t. 1178,,1828,329797
Tephroseris palustris,9833,0920  1893,N,,gcc-100473,A,Compositae,,Tephroseris,,,,(L.) Rchb.,Accepted,,L,TICA,C2E87908-5EA8-48FC-B4C6-9AB5917E7A3F,1160379-2,,,146,1842,102709
Teucrium botrys,5361,0920  2043,AN,,kew-202705,A,Lamiaceae,,Teucrium,,,,L.,Accepted,,H,WCSP,202705,460274-1,Sp. Pl.,562,,1753,164904
Teucrium chamaedrys,5362,0920  2044,AN,,kew-202772,A,Lamiaceae,,Teucrium,,,,L.,Accepted,,H,WCSP,202772,460310-1,Sp. Pl.,565,,1753,164921
Teucrium scordium,5363,0920  2045,N,,kew-203381,A,Lamiaceae,,Teucrium,,,,L.,Accepted,,H,WCSP,203381,460713-1,Sp. Pl.,565,,1753,165110
Teucrium scorodonia,7418,0920  2046,N,,kew-203387,A,Lamiaceae,,Teucrium,,,,L.,Accepted,,H,WCSP,203387,460717-1,Sp. Pl.,564,,1753,165111
Thalictrum alpinum,5364,0920  2047,N,,kew-2516424,A,Ranunculaceae,,Thalictrum,,,,L.,Accepted,,M,WCSP (in review),652662,714201-1,Sp. Pl.,545,,1753,300973
Thalictrum flavum,5365,0920  2048,N,,kew-2512664,A,Ranunculaceae,,Thalictrum,,,,L.,Accepted,,M,WCSP (in review),648936,302852-2,Sp. Pl.,546,,1753,301007
Thalictrum minus,5367,0920  2049,N,,kew-2512463,A,Ranunculaceae,,Thalictrum,,,,L.,Accepted,,M,WCSP (in review),648735,714633-1,Sp. Pl.,546,,1753,301045
Thelypteris palustris,5377,0910  2052,N,,,,,,,,,,,,,,,,,,,,,
Thesium humifusum,5381,0920  2055,N,,kew-2513633,A,Santalaceae,,Thesium,,,,DC.,Accepted,,M,WCSP (in review),649903,,Fl. Franç.,"ed. 3, 5: 366",,1815,325579
Thlaspi arvense,7420,0920  2058,AR,,kew-2437621,A,Brassicaceae,,Thlaspi,,,,L.,Accepted,,M,WCSP (in review),575291,53451-3,Sp. Pl.,641,,1753,50393
Thlaspi caerulescens,6870,0920  2057,N,,kew-2437636,A,Brassicaceae,,Thlaspi,,,,J.Presl & C.Presl,Accepted,,M,WCSP (in review),575306,290500-1,Fl. ?ech.,133,,1819,50399
Thlaspi perfoliatum,5386,0920  2059,N,,kew-2432333,A,Brassicaceae,,Thlaspi,,,,L.,Accepted,,L,WCSP (in review),570292,,Sp. Pl.,641,,1753,50441
Thuja plicata,5389,0920  2403,AN,,kew-2433061,G,Cupressaceae,,Thuja,,,,Donn ex D.Don,Accepted,,H,WCSP,378546,60443333-2,Descr. Pinus,2: 19,,1824,110000
Thymus polytrichus,10040,0920  2060,N,,,,,,,,,,,,,,,,,,,,,
Thymus pulegioides,5391,0920  2061,N,,kew-205310,A,Lamiaceae,,Thymus,,,,L.,Accepted,,H,WCSP,205310,461562-1,Sp. Pl.,592,,1753,165401
Thymus serpyllum,5392,0920  2062,N,,kew-205442,A,Lamiaceae,,Thymus,,,,L.,Accepted,,H,WCSP,205442,30066276-2,Sp. Pl.,590,,1753,165429
Tilia cordata,9778,0920  2063,N,,kew-2518181,A,Malvaceae,,Tilia,,,,Mill.,Accepted,,M,WCSP (in review),654335,835277-1,Gard. Dict. ed. 8,no. 1,,1768,207708
Tilia cordata x platyphyllos (T. x europaea),63165,0920  2065,N,H,,,,,,,,,,,,,,,,,,,,
Tilia platyphyllos,5394,0920  2064,N,,kew-2517523,A,Malvaceae,,Tilia,,,,Scop.,Accepted,,M,WCSP (in review),653679,835522-1,Fl. Carniol.,"ed. 2, 1: 373",,1771,207737
Tofieldia pusilla,5398,0920  2066,N,,kew-290295,A,Tofieldiaceae,,Tofieldia,,,,(Michx.) Pers.,Accepted,,H,WCSP,290295,542298-1,Syn. Pl.,1: 399,,1805,341729
Tolmiea menziesii,5399,0920  2436,AN,,kew-2520732,A,Saxifragaceae,,Tolmiea,,,,(Pursh) Torr. & A.Gray,Accepted,,M,WCSP (in review),656865,794907-1,Fl. N. Amer.,1: 582,,1840,329814
Tordylium maximum,5400,0920  2067,AN,,kew-2435637,A,Apiaceae,,Tordylium,,,,L.,Accepted,,M,WCSP (in review),573313,849474-1,Sp. Pl.,240,,1753,18959
Torilis arvensis,7423,0920  2068,AR,,kew-2435694,A,Apiaceae,,Torilis,,,,(Huds.) Link,Accepted,,M,WCSP (in review),573369,849502-1,Enum. Hort. Berol. Alt.,1: 265,,1821,18962
Torilis japonica,5401,0920  2069,N,,kew-2438341,A,Apiaceae,,Torilis,,,,(Houtt.) DC.,Accepted,,M,WCSP (in review),576006,849533-1,Prodr.,4: 219,,1830,18963
Torilis nodosa,5402,0920  2070,N,,kew-2438324,A,Apiaceae,,Torilis,,,,(L.) Gaertn.,Accepted,,M,WCSP (in review),575989,849545-1,Fruct. Sem. Pl.,1: 82,,1788,18965
Trachystemon orientalis,5403,0920  2071,AN,,kew-2437738,A,Boraginaceae,,Trachystemon,,,,(L.) D.Don,Accepted,,M,WCSP (in review),575407,,Gen. Hist.,4: 309,,1837,45268
Tragopogon porrifolius,5404,0920  2073,AN,,gcc-47967,A,Compositae,,Tragopogon,,,,L.,Accepted,,M,TICA,C4771F25-FBFD-4AEC-A17E-58DA6F288345,256109-1,,,789,1753,103040
Tragopogon pratensis,5405,0920  2074,N,,gcc-36930,A,Compositae,,Tragopogon,,,,L.,Accepted,,M,TICA,5E1358A5-3A43-4E37-8B4D-446D4DB837BC,256112-1,,,789,1753,103041
Trichophorum alpinum,5411,0920  1859,N,,kew-270656,A,Cyperaceae,,Trichophorum,,,,(L.) Pers.,Accepted,,H,WCSP,270656,315459-1,Syn. Pl.,1: 70,,1805,116550
Trichophorum cespitosum,5412,0920  1858,N,,kew-270661,A,Cyperaceae,,Trichophorum,,,,(L.) Hartm.,Accepted,,H,WCSP,270661,1077793-2,Handb. Skand. Fl.,ed. 5: 259,,1849,116551
Trientalis europaea,5415,0920  2076,N,,,,,,,,,,,,,,,,,,,,,
Trifolium arvense,5416,0920  2077,N,,ild-8046,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8046,,,,,,192569
Trifolium aureum,5417,0920  2078,AN,,ild-9009,A,Leguminosae,,Trifolium,,,,Pollich,Accepted,,H,ILDIS,9009,257849-2,,,,,192571
Trifolium bocconei,5418,0920  2079,N,,ild-8050,A,Leguminosae,,Trifolium,,,,Savi,Accepted,,H,ILDIS,8050,,,,,,192586
Trifolium campestre,5419,0920  2080,N,,ild-8057,A,Leguminosae,,Trifolium,,,,Schreb.,Accepted,,H,ILDIS,8057,166197-3,,,,,192599
Trifolium dubium,5420,0920  2081,N,,ild-8072,A,Leguminosae,,Trifolium,,,,Sibth.,Accepted,,H,ILDIS,8072,257898-2,,,,,192627
Trifolium fragiferum,5422,0920  2083,N,,ild-8079,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8079,,,,,,192637
Trifolium glomeratum,5423,0920  2084,N,,ild-8083,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8083,,,,,,192644
Trifolium hybridum,6978,0920  5459,AN,,ild-8085,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8085,,,,,,192654
Trifolium medium,5427,0920  2087,N,,ild-9039,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,9039,,,,,,192678
Trifolium micranthum,5428,0920  2088,N,,ild-8077,A,Leguminosae,,Trifolium,,,,Viv.,Accepted,,H,ILDIS,8077,,,,,,192680
Trifolium occidentale,9780,0920  2268,N,,,,,,,,,,,,,,,,,,,,,
Trifolium ochroleucon,5429,0920  2090,N,,ild-9047,A,Leguminosae,,Trifolium,,,,Huds.,Accepted,,H,ILDIS,9047,,,,,,192695
Trifolium ornithopodioides,5430,0920  2103,N,,ild-8114,A,Leguminosae,,Trifolium,,,,(L.) Sm.,Accepted,,H,ILDIS,8114,,,,,,192697
Trifolium pratense,5431,0920  2091,N,,ild-8127,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8127,,,,,,192722
Trifolium repens,5432,0920  2092,N,,ild-8135,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8135,,,,,,192730
Trifolium resupinatum,5433,0920  2093,AN,,ild-8136,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8136,,,,,,192731
Trifolium scabrum,5434,0920  2094,N,,ild-8143,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8143,,,,,,192739
Trifolium squamosum,5435,0920  2095,N,,ild-8154,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8154,,,,,,192753
Trifolium striatum,5437,0920  2097,N,,ild-8162,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8162,,,,,,192760
Trifolium strictum,5438,0920  2098,N,,ild-8163,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8163,,,,,,192761
Trifolium subterraneum,5439,0920  2099,N,,ild-8165,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8165,,,,,,192762
Trifolium suffocatum,5440,0920  2100,N,,ild-8168,A,Leguminosae,,Trifolium,,,,L.,Accepted,,H,ILDIS,8168,,,,,,192763
Triglochin maritimum,5441,0920  2101,N,,,,,,,,,,,,,,,,,,,,,
Triglochin palustre,5442,0920  2102,N,,,,,,,,,,,,,,,,,,,,,
Trinia glauca,5444,0920  2104,N,,kew-2438017,A,Apiaceae,,Trinia,,,,(L.) Dumort.,Accepted,,M,WCSP (in review),575683,,Fl. Belg.,78,,1827,18988
Tripleurospermum inodorum,5445,0920  1241.1,AR,,gcc-113650,A,Compositae,,Tripleurospermum,,,,(L.) Sch.Bip.,Accepted,,M,TICA,C66A8092-CDD6-4B2A-8C47-B81B144093F8,256500-1,Tanacet.,,32,1844,103244
