NAME,TAXONNO,TAXON,NATIVE,HYBRID,ID,Major_group,Family,Genus_hybrid_marker,Genus,Species_hybrid_marker,Infraspecific_rank,Infraspecific_epithet,Authorship,Taxonomic_status_in_TPL,Nomenclatural_status_original,Confidence_level,Source,Source_id,IPNI_id,Publication,Collation,Page,Date,SppID
Crocus vernus,6928,0920   582,AN,,kew-327781,A,Iridaceae,,Crocus,,,,(L.) Hill,Accepted,,H,iPlants,327781,,Veg. Syst.,10: 1,,1765,153904
Cruciata laevipes,1848,0920   875,N,,kew-51752,A,Rubiaceae,,Cruciata,,,,Opiz,Accepted,,H,WCSP,51752,747959-1,Seznam,34,,1852,310236
Cryptogramma crispa,1849,0910   586,N,,tro-26600103,P,Pteridaceae,,Cryptogramma,,,,(L.) R. Br. ex Hook.,Accepted,,M,TRO,26600103,,Gen. Fil.,pl. 115B,pl. 115B,1842,296995
Cryptomeria japonica,7091,0920  2411,AN,,kew-2746448,G,Cupressaceae,,Cryptomeria,,,,(Thunb. ex L.f.) D.Don,Accepted,,H,WCSP,382991,,Trans. Linn. Soc. London,18: 167,,1841,109874
Cucurbita pepo,11218,0920  8025,AC,,kew-2747186,A,Cucurbitaceae,,Cucurbita,,,,L.,Accepted,,M,WCSP (in review),877416,292416-1,Sp. Pl.,1010,,1753,108937
Cupressus macrocarpa,1853,0920  2408,AN,,kew-2748734,G,Cupressaceae,,Cupressus,,,,Hartw.,Accepted,,H,WCSP,383187,30188753-2,J. Hort. Soc. London,2: 187,,1847,109889
Cuscuta epithymum,1856,0920   589,N,,tro-8500035,A,Convolvulaceae,,Cuscuta,,,,(L.) L.,Accepted,,M,TRO,8500035,,Syst. Veg. (ed. 14),140,140,1774,105659
Cuscuta europaea,1857,0920   590,N,,tro-8501087,A,Convolvulaceae,,Cuscuta,,,,L.,Accepted,,M,TRO,8501087,267425-1,Sp. Pl.,1: 124,124,1753,105661
Cyclamen hederifolium,1858,0920   591,AN,,kew-2749760,A,Primulaceae,,Cyclamen,,,,Aiton,Accepted,,M,WCSP (in review),879516,700730-1,Hort. Kew.,1: 196,,1789,293606
Cymbalaria muralis,1859,0920   592,AN,,kew-2750549,A,Plantaginaceae,,Cymbalaria,,,,"P.Gaertn., B.Mey. & Scherb.",Accepted,,M,WCSP (in review),880305,325773-2,Oekon. Fl. Wetterau,2: 397,,1800,269422
Cymbalaria pallida,7093,0920   593,AN,,kew-2750552,A,Plantaginaceae,,Cymbalaria,,,,(Ten.) Wettst.,Accepted,,M,WCSP (in review),880308,801828-1,Nat. Pflanzenfam.,4(3b): 58,,1891,269423
Cynodon dactylon,1860,0920   594,NA,,kew-406339,A,Poaceae,,Cynodon,,,,(L.) Pers.,Accepted,,H,WCSP,406339,30244282-2,Syn. Pl.,1: 85,,1805,274253
Cynoglossum germanicum,1861,0920   595,N,,kew-2751968,A,Boraginaceae,,Cynoglossum,,,,Jacq.,Accepted,,L,WCSP (in review),881721,115128-1,Observ. Bot.,2: 31,,1767,43580
Cynoglossum officinale,1862,0920   596,N,,kew-2752089,A,Boraginaceae,,Cynoglossum,,,,L.,Accepted,,M,WCSP (in review),881842,115233-1,Sp. Pl.,134,,1753,43612
Cynosurus cristatus,1863,0920   597,N,,kew-406467,A,Poaceae,,Cynosurus,,,,L.,Accepted,,H,WCSP,406467,397168-1,Sp. Pl.,72,,1753,274263
Cynosurus echinatus,1864,0920   598,AN,,kew-406482,A,Poaceae,,Cynosurus,,,,L.,Accepted,,H,WCSP,406482,329499-2,Sp. Pl.,72,,1753,274264
Cyperus eragrostis,10503,0920  7274,AN,,kew-236500,A,Cyperaceae,,Cyperus,,,,Lam.,Accepted,,H,WCSP,236500,,Tabl. Encycl.,1: 146,,1791,113506
Cyperus fuscus,7094,0920   599,N,,kew-236743,A,Cyperaceae,,Cyperus,,,,L.,Accepted,,H,WCSP,236743,330929-2,Sp. Pl.,46,,1753,113542
Cyperus longus,1865,0920   600,N,,kew-237327,A,Cyperaceae,,Cyperus,,,,L.,Accepted,,H,WCSP,237327,330932-2,Sp. Pl.,45,,1753,113663
Cypripedium calceolus,1866,0920   601,N,,kew-53948,A,Orchidaceae,,Cypripedium,,,,L.,Accepted,,H,WCSP,53948,320700-2,Sp. Pl.,951,,1753,234333
Cystopteris dickieana,1868,0910   602,N,,,,,,,,,,,,,,,,,,,,,
Cystopteris fragilis,1869,0910   603,N,,tro-26600121,P,Cystopteridaceae,,Cystopteris,,,,(L.) Bernh.,Accepted,,M,TRO,26600121,,Neues J. Bot.,1(2): 27,27,1806,116665
Cystopteris montana,7095,0910   604,N,,tro-26602776,P,Cystopteridaceae,,Cystopteris,,,,(Lam.) Bernh. ex Desv.,Accepted,,M,TRO,26602776,60451528-2,Neues J. Bot.,1(2): 26,26,1806,116675
Cytisus scoparius,1870,0920  1822,N,,ild-8778,A,Leguminosae,,Cytisus,,,,(L.) Link,Accepted,,H,ILDIS,8778,,,,,,178936
Cytisus striatus,1873,0920  2645,AN,,ild-8371,A,Leguminosae,,Cytisus,,,,(Hill) Rothm.,Accepted,,H,ILDIS,8371,,,,,,178939
Daboecia cantabrica,1874,0920   605,N,,kew-2755020,A,Ericaceae,,Daboecia,,,,(Huds.) K.Koch,Accepted,,M,WCSP (in review),884800,,Dendrologie,2(2): 13,,1873,126036
Dactylis glomerata,1876,0920   607,N,,kew-406640,A,Poaceae,,Dactylis,,,,L.,Accepted,,H,WCSP,406640,397309-1,Sp. Pl.,71,,1753,274294
Dactylorhiza fuchsii,1895,0920   608,N,,kew-55291,A,Orchidaceae,,Dactylorhiza,,,,(Druce) Soó,Accepted,,H,WCSP,55291,626606-1,Nom. Nov. Gen. Dactylorhiza,8,,1962,234709
Dactylorhiza fuchsii x Gymnadenia conopsea (x Dactylodenia st-quintinii),1900,0920  2851,N,H,,,,,,,,,,,,,,,,,,,,
Dactylorhiza fuchsii x incarnata (D. x kerneriorum),1901,0920  2861,N,H,,,,,,,,,,,,,,,,,,,,
Dactylorhiza fuchsii x maculata (D. x transiens),1902,0920  2860,N,H,,,,,,,,,,,,,,,,,,,,
Dactylorhiza fuchsii x praetermissa (D. x grandis),1904,0920  2862,N,H,,,,,,,,,,,,,,,,,,,,
Dactylorhiza fuchsii x purpurella (D. x venusta),1905,0920  2863,N,H,,,,,,,,,,,,,,,,,,,,
Dactylorhiza incarnata,1907,0920   609,N,,kew-55332,A,Orchidaceae,,Dactylorhiza,,,,(L.) Soó,Accepted,,H,WCSP,55332,626620-1,Nom. Nov. Gen. Dactylorhiza,3,,1962,234721
Dactylorhiza lapponica,1919,0920  2964,N,,kew-55397,A,Orchidaceae,,Dactylorhiza,,,,(Laest. ex Hartm.) Soó,Accepted,,H,WCSP,55397,626636-1,Nom. Nov. Gen. Dactylorhiza,5,,1962,234740
Dactylorhiza maculata,1920,0920   610,N,,kew-55410,A,Orchidaceae,,Dactylorhiza,,,,(L.) Soó,Accepted,,H,WCSP,55410,626641-1,Nom. Nov. Gen. Dactylorhiza,7,,1962,234743
Dactylorhiza maculata x praetermissa (D. x hallii),1925,0920  2867,N,H,,,,,,,,,,,,,,,,,,,,
Dactylorhiza maculata x purpurella (D. x formosa),1926,0920  2868,N,H,,,,,,,,,,,,,,,,,,,,
Dactylorhiza majalis,1928,0920   611,N,,kew-55447,A,Orchidaceae,,Dactylorhiza,,,,(Rchb.) P.F.Hunt & Summerh.,Accepted,,H,WCSP,55447,626644-1,Watsonia,6: 130,,1965,234745
Dactylorhiza praetermissa,1936,0920   612,N,,kew-55528,A,Orchidaceae,,Dactylorhiza,,,,(Druce) Soó,Accepted,,H,WCSP,55528,626656-1,Nom. Nov. Gen. Dactylorhiza,5,,1962,234755
Dactylorhiza purpurella,1940,0920   613,N,,kew-55540,A,Orchidaceae,,Dactylorhiza,,,,(T.Stephenson & T.A.Stephenson) Soó,Accepted,,H,WCSP,55540,626660-1,Nom. Nov. Gen. Dactylorhiza,5,,1962,234757
Dactylorhiza traunsteineri,1942,0920   614,N,,kew-55609,A,Orchidaceae,,Dactylorhiza,,,,(Saut. ex Rchb.) Soó,Accepted,,H,WCSP,55609,626694-1,Nom. Nov. Gen. Dactylorhiza,5,,1962,234778
Damasonium alisma,1957,0920   615,N,,kew-303908,A,Alismataceae,,Damasonium,,,,Mill.,Accepted,,H,WCSP,303908,58296-1,Gard. Dict. ed. 8,1,,1768,6792
Danthonia decumbens,1959,0920  1915,N,,kew-407014,A,Poaceae,,Danthonia,,,,(L.) DC.,Accepted,,H,WCSP,407014,397532-1,Fl. Franç.,"ed. 3, 3: 33",,1805,274320
Daphne laureola,1960,0920   617,N,,kew-2757056,A,Thymelaeaceae,,Daphne,,,,L.,Accepted,,M,WCSP (in review),886727,831270-1,Sp. Pl.,356,,1753,340845
Daphne mezereum,1962,0920   618,NA,,kew-2757105,A,Thymelaeaceae,,Daphne,,,,L.,Accepted,,M,WCSP (in review),886776,831294-1,Sp. Pl.,356,,1753,340854
Darmera peltata,1963,0920  2648,AN,,kew-2757510,A,Saxifragaceae,,Darmera,,,,(Torr. ex Benth.) Voss,Accepted,,M,WCSP (in review),887181,1007092-1,Gärtn. Zentral-Bl.,1: 645,,1899,329163
Datura stramonium,1964,0920   619,AN,,kew-2757848,A,Solanaceae,,Datura,,,,L.,Accepted,,M,WCSP (in review),887500,314738-2,Sp. Pl.,179,,1753,334960
Daucus carota,9853,0920  5474,N,,kew-2757936,A,Apiaceae,,Daucus,,,,L.,Accepted,,M,WCSP (in review),887588,841063-1,Sp. Pl.,242,,1753,16949
Deschampsia cespitosa,1973,0920   627,N,,kew-407579,A,Poaceae,,Deschampsia,,,,(L.) P.Beauv.,Accepted,,H,WCSP,407579,397953-1,Ess. Agrostogr.,91,,1812,274416
Deschampsia flexuosa,1976,0920   628,N,,kew-407693,A,Poaceae,,Deschampsia,,,,(L.) Trin.,Accepted,,H,WCSP,407693,397973-1,Bull. Sci. Acad. Imp. Sci. Saint-Pétersbourg,1: 66,,1836,274424
Deschampsia setacea,1979,0920   629,N,,kew-407815,A,Poaceae,,Deschampsia,,,,(Huds.) Hack.,Accepted,,H,WCSP,407815,398054-1,Cat. Rais. Gramin. Portugal,33,,1880,274448
Descurainia sophia,1980,0920   630,AR,,kew-2761851,A,Brassicaceae,,Descurainia,,,,(L.) Webb ex Prantl,Accepted,,M,WCSP (in review),891459,282077-1,Nat. Pflanzenfam.,3(2): 192,,1892,47718
Dianthus armeria,6981,0920   631,N,,kew-2763820,A,Caryophyllaceae,,Dianthus,,,,L.,Accepted,,M,WCSP (in review),893422,310755-2,Sp. Pl.,410,,1753,65084
Dianthus barbatus,1984,0920   632,AN,,kew-2763865,A,Caryophyllaceae,,Dianthus,,,,L.,Accepted,,M,WCSP (in review),893466,306674-2,Sp. Pl.,409,,1753,65097
Dianthus deltoides,1987,0920   635,N,,kew-2764144,A,Caryophyllaceae,,Dianthus,,,,L.,Accepted,,M,WCSP (in review),893745,302054-2,Sp. Pl.,411,,1753,65150
Dianthus gratianopolitanus,1988,0920   637,N,,kew-2764306,A,Caryophyllaceae,,Dianthus,,,,Vill.,Accepted,,M,WCSP (in review),893906,153408-1,Hist. Pl. Dauphiné,3: 598,,1789,65190
Dianthus plumarius,1989,0920   638,AN,,kew-2764711,A,Caryophyllaceae,,Dianthus,,,,L.,Accepted,,M,WCSP (in review),894311,153717-1,Sp. Pl.,411,,1753,65304
Diapensia lapponica,1990,0920   639,N,,kew-2765262,A,Diapensiaceae,,Diapensia,,,,L.,Accepted,,M,WCSP (in review),894861,316120-1,Sp. Pl.,141,,1753,117395
Dicentra formosa,10581,0920  7278,AN,,kew-2765608,A,Papaveraceae,,Dicentra,,,,(Haw.) Walp.,Accepted,,M,WCSP (in review),895207,672641-1,Repert. Bot. Syst.,1: 118,,1842,260422
Digitalis purpurea,1992,0920   640,N,,kew-2768087,A,Plantaginaceae,,Digitalis,,,,L.,Accepted,,M,WCSP (in review),897684,802077-1,Sp. Pl.,621,,1753,269450
Digitaria sanguinalis,1993,0920   642,AN,,kew-409361,A,Poaceae,,Digitaria,,,,(L.) Scop.,Accepted,,H,WCSP,409361,399115-1,Fl. Carniol.,"ed. 2, 1: 52",,1771,274715
Diphasiastrum alpinum,1994,0910  1213,N,,tro-26604913,P,Lycopodiaceae,,Diphasiastrum,,,,(L.) Holub,Accepted,,M,TRO,26604913,17435100-1,Preslia,"47(2): 107, 147, 232",107,1975,200864
Diphasiastrum complanatum,9909,0910  2277,N,,tro-26604914,P,Lycopodiaceae,,Diphasiastrum,,,,(L.) Holub,Accepted,,M,TRO,26604914,81293-2,Preslia,47(2): 108,108,1975,200867
Diplotaxis muralis,1998,0920   644,AN,,kew-2771304,A,Brassicaceae,,Diplotaxis,,,,(L.) DC.,Accepted,,M,WCSP (in review),899424,282204-1,Syst. Nat.,2: 634,,1821,47782
Diplotaxis tenuifolia,1999,0920   645,AR,,kew-2771347,A,Brassicaceae,,Diplotaxis,,,,(L.) DC.,Accepted,,M,WCSP (in review),899467,1028648-2,Syst. Nat.,2: 632,,1821,47791
Dipsacus fullonum s.l.,2000,0920   646,NA,,,,,,,,,,,,,,,,,,,,,
Dipsacus pilosus,2003,0920   647,N,,kew-2771882,A,Caprifoliaceae,,Dipsacus,,,,L.,Accepted,,M,WCSP (in review),900000,319286-1,Sp. Pl.,97,,1753,63607
Doronicum pardalianches,2010,0920   648,AN,,gcc-141958,A,Compositae,,Doronicum,,,,L.,Accepted,,M,TICA,F9A2D901-B6FD-4FC3-958E-F896C5A8BBB4,329170-2,,,885,1753,82202
Doronicum plantagineum,2011,0920   649,AN,,gcc-120595,A,Compositae,,Doronicum,,,,L.,Accepted,,M,TICA,E14F6F1F-FF49-460A-9F90-C7EF25605114,329172-2,,,885,1753,82203
Draba aizoides,7100,0920   650,N,,kew-2776161,A,Brassicaceae,,Draba,,,,L.,Accepted,,M,WCSP (in review),904226,282317-1,Mant. Pl.,1: 91,,1767,47823
Draba incana,2015,0920   651,N,,kew-2776772,A,Brassicaceae,,Draba,,,,L.,Accepted,,M,WCSP (in review),904837,282687-1,Sp. Pl.,643,,1753,47993
Draba muralis,2016,0920   652,N,,kew-2777016,A,Brassicaceae,,Draba,,,,L.,Accepted,,M,WCSP (in review),905081,73238-3,Sp. Pl.,643,,1753,48076
Draba norvegica,2017,0920   653,N,,kew-2777076,A,Brassicaceae,,Draba,,,,Gunnerus,Accepted,,M,WCSP (in review),905141,282873-1,Fl. Norveg.,2: 106,,1772,48083
Drosera anglica,7101,0920   654,N,,kew-64244,A,Droseraceae,,Drosera,,,,Huds.,Accepted,,H,WCSP,64244,,Fl. Angl.,ed. 2: 135,,1778,121223
Drosera anglica x rotundifolia (D. x obovata),63043,0920   656,N,H,,,,,,,,,,,,,,,,,,,,
Drosera intermedia,2021,0920   655,N,,kew-64392,A,Droseraceae,,Drosera,,,,Hayne,Accepted,,H,WCSP,64392,,Bot. Bilderb.,"3: t. 3, fig. B",,1798,121300
Drosera rotundifolia,2023,0920   657,N,,kew-64562,A,Droseraceae,,Drosera,,,,L.,Accepted,,H,WCSP,64562,321960-1,Sp. Pl.,282,,1753,121365
Dryas octopetala,2025,0920   658,N,,rjp-26,A,Rosaceae,,Dryas,,,,L.,Accepted,,L,RJP,26,724675-1,"Species plantarum, edition 1","Species plantarum, edition 1; 1753",501,1753,304665
Dryopteris aemula,2027,0910   660,N,,,,,,,,,,,,,,,,,,,,,
Dryopteris affinis,2029,0910   662,N,,,,,,,,,,,,,,,,,,,,,
Dryopteris affinis x filix-mas (D. x complexa),2033,0910  2588,N,H,,,,,,,,,,,,,,,,,,,,
Dryopteris carthusiana,2037,0910   666,N,,tro-26600144,P,Dryopteridaceae,,Dryopteris,,,,(Vill.) H.P. Fuchs,Accepted,,M,TRO,26600144,17390210-1,Bull. Soc. Bot. France,105(7–8): 339 in obs.,339 in obs.,1959,121859
Dryopteris carthusiana x dilatata (D. x deweveri),2039,0910  2584,N,H,,,,,,,,,,,,,,,,,,,,
Dryopteris cristata,2042,0910   663,N,,tro-26600145,P,Dryopteridaceae,,Dryopteris,,,,(L.) A. Gray,Accepted,,M,TRO,26600145,17093920-1,Manual,631,631,1848,121879
Dryopteris dilatata,2043,0910   661,N,,tro-26601334,P,Dryopteridaceae,,Dryopteris,,,,(Hoffm.) A. Gray,Accepted,,M,TRO,26601334,30117034-2,Manual,631,631,1848,121888
Dryopteris expansa,2044,0910  2274,N,,tro-26600148,P,Dryopteridaceae,,Dryopteris,,,,(C. Presl) Fraser-Jenk. & Jermy,Accepted,,M,TRO,26600148,84669-2,Brit. Fern Gaz.,11(5): 338,338,1977,121896
Dryopteris filix-mas,2046,0910   665,N,,tro-26602214,P,Dryopteridaceae,,Dryopteris,,,,(L.) Schott,Accepted,,M,TRO,26602214,17094880-1,Gen. Fil.,", sub pl. 9",,1834,121899
Dryopteris oreades,2048,0910   659,N,,,,,,,,,,,,,,,,,,,,,
Dryopteris remota,9910,0910  2499,N,,tro-26600155,P,Dryopteridaceae,,Dryopteris,,,,(A. Braun) Hayek,Accepted,,M,TRO,26600155,,Fl. Steiermark,1: 35,35,1908,122028
Dryopteris submontana,6862,0910   667,N,,tro-26600157,P,Dryopteridaceae,,Dryopteris,,,,Fraser-Jenk.,Accepted,,M,TRO,26600157,,,,,,122082
Duchesnea indica,5700,0920  4448,AN,,rjp-804,A,Rosaceae,,Duchesnea,,,,(Jacks.) Focke,Accepted,,H,RJP,804,,Die nat?rlichen Pflanzenfamilien,Die nat?rlichen Pflanzenfamilien; 1887,33,1894,304679
Echinochloa crus-galli,63048,0920   668,AN,,kew-410191,A,Poaceae,,Echinochloa,,,,(L.) P.Beauv.,Accepted,,H,WCSP,410191,399660-1,Ess. Agrostogr.,53,,1812,274923
Echinochloa esculenta,66999,0920  3261,AC,,kew-410270,A,Poaceae,,Echinochloa,,,,(A.Braun) H.Scholz,Accepted,,H,WCSP,410270,963973-1,Taxon,41: 523,,1992,274926
Echinops bannaticus,10505,0920  7283,AN,,gcc-90025,A,Compositae,,Echinops,,,,Rochel ex Schrad.,Accepted,,M,TICA,9392776C-0CAD-4B2A-B59E-830D0C0C1800,202414-1,,,48,1827,82333
Echinops exaltatus,10241,0920  7284,AN,,gcc-47611,A,Compositae,,Echinops,,,,Schrad.,Accepted,,M,TICA,0363CD93-7817-404A-B45A-58369BF5DCDC,,,,15,1811,82367
Echinops sphaerocephalus,2060,0920  4375,AN,,gcc-33610,A,Compositae,,Echinops,,,,L.,Accepted,,M,TICA,2A561B2E-4647-422A-B70E-3E542D10CD44,202677-1,,,814,1753,82485
Echium plantagineum,2062,0920   669,AR,,kew-2784282,A,Boraginaceae,,Echium,,,,L.,Accepted,,M,WCSP (in review),912272,115835-1,Mant. Pl.,2: 202,,1771,43722
Echium vulgare,2063,0920   670,N,,kew-2784423,A,Boraginaceae,,Echium,,,,L.,Accepted,,M,WCSP (in review),912413,115950-1,Sp. Pl.,139,,1753,43742
Elatine hexandra,2065,0920   671,N,,kew-2786543,A,Elatinaceae,,Elatine,,,,(Lapierre) DC.,Accepted,,M,WCSP (in review),914522,,Fl. Franç.,"ed. 3, 5: 609",,1815,124849
Elatine hydropiper,2066,0920   672,N,,kew-2786547,A,Elatinaceae,,Elatine,,,,L.,Accepted,,M,WCSP (in review),914526,324690-1,Sp. Pl.,367,,1753,124851
Eleocharis acicularis,2067,0920   673,N,,kew-242255,A,Cyperaceae,,Eleocharis,,,,(L.) Roem. & Schult.,Accepted,,H,WCSP,242255,1169169-2,Syst. Veg.,2: 154,,1817,114020
Eleocharis austriaca,2068,0920  2267,N,,,,,,,,,,,,,,,,,,,,,
Eleocharis multicaulis,2069,0920   674,N,,kew-242680,A,Cyperaceae,,Eleocharis,,,,(Sm.) Desv.,Accepted,,H,WCSP,242680,306968-1,Observ. Pl. Angers,74,,1818,114185
Eleocharis palustris,2070,0920   675,N,,kew-242738,A,Cyperaceae,,Eleocharis,,,,(L.) Roem. & Schult.,Accepted,,H,WCSP,242738,1094314-2,Syst. Veg.,2: 151,,1817,114212
Eleocharis parvula,7103,0920   676,N,,kew-242763,A,Cyperaceae,,Eleocharis,,,,"(Roem. & Schult.) Link ex Bluff, Nees & Schauer",Accepted,,H,WCSP,242763,,Comp. Fl. German.,"ed. 2, 1: 93",,1836,114218
Eleocharis quinqueflora,2074,0920   677,N,,kew-242813,A,Cyperaceae,,Eleocharis,,,,(Hartmann) O.Schwarz,Accepted,,H,WCSP,242813,307064-1,Mitt. Thüring. Bot. Ges.,1: 89,,1949,114232
Eleocharis uniglumis,2075,0920   678,N,,kew-242956,A,Cyperaceae,,Eleocharis,,,,(Link) Schult.,Accepted,,H,WCSP,242956,307177-1,Mant.,2: 88,,1824,114287
Eleogiton fluitans,2076,0920   679,N,,,,,,,,,,,,,,,,,,,,,
Elodea canadensis,2078,0920   681,AN,,kew-309448,A,Hydrocharitaceae,,Elodea,,,,Michx.,Accepted,,H,WCSP,309448,90075-2,Fl. Bor.-Amer.,1: 20,,1803,149329
Elodea nuttallii,2080,0920   997,AN,,kew-309469,A,Hydrocharitaceae,,Elodea,,,,(Planch.) H.St.John,Accepted,,H,WCSP,309469,90089-2,Rhodora,22: 29,,1920,149331
Elymus caninus,9980,0920  7006,N,,kew-410994,A,Poaceae,,Elymus,,,,(L.) L.,Accepted,,H,WCSP,410994,400197-1,Fl. Suec.,ed. 2: 39,,1755,275123
Elytrigia atherica,9963,0920    32,N,,,,,,,,,,,,,,,,,,,,,
Elytrigia atherica x juncea (E. x obtusiuscula),9961,0920    29,N,H,,,,,,,,,,,,,,,,,,,,
Elytrigia juncea,9959,0920    28,N,,,,,,,,,,,,,,,,,,,,,
Elytrigia juncea x repens (E. x laxa),9962,0920    30,N,H,,,,,,,,,,,,,,,,,,,,
Elytrigia repens,9967,0920    33,N,,,,,,,,,,,,,,,,,,,,,
Empetrum nigrum,2098,0920   684,N,,kew-2788473,A,Ericaceae,,Empetrum,,,,L.,Accepted,,M,WCSP (in review),916440,30371508-2,Sp. Pl.,1022,,1753,126366
Epilobium alsinifolium,2105,0920   690,N,,kew-2790084,A,Onagraceae,,Epilobium,,,,Vill.,Accepted,,M,WCSP (in review),917901,611599-1,Prosp. Hist. Pl. Dauphiné,45,,1779,226432
Epilobium anagallidifolium,2109,0920   691,N,,kew-2790101,A,Onagraceae,,Epilobium,,,,Lam.,Accepted,,M,WCSP (in review),917918,611612-1,Encycl.,2: 376,,1786,226435
Epilobium brunnescens,2113,0920   699,AN,,kew-2790214,A,Onagraceae,,Epilobium,,,,(Cockayne) P.H.Raven & Engelhorn,Accepted,,M,WCSP (in review),918031,611692-1,New Zealand J. Bot.,9: 350,,1971,226456
Epilobium ciliatum,2114,0920   688,AN,,kew-2790276,A,Onagraceae,,Epilobium,,,,Raf.,Accepted,,M,WCSP (in review),918093,611725-1,Med. Repos.,2(5): 361,,1808,226462
Epilobium ciliatum x hirsutum (E. x novae-civitatis),2115,0920  2757,NX,H,,,,,,,,,,,,,,,,,,,,
Epilobium ciliatum x montanum,2118,0920  2771,NX,H,,,,,,,,,,,,,,,,,,,,
Epilobium ciliatum x obscurum,2119,0920  2785,NX,H,,,,,,,,,,,,,,,,,,,,
Epilobium ciliatum x parviflorum,2121,0920  2762,NX,H,,,,,,,,,,,,,,,,,,,,
Epilobium hirsutum,2123,0920   692,N,,kew-2790521,A,Onagraceae,,Epilobium,,,,L.,Accepted,,M,WCSP (in review),918338,611919-1,Sp. Pl.,347,,1753,226512
Epilobium lanceolatum,2135,0920   694,N,,kew-2790614,A,Onagraceae,,Epilobium,,,,Sebast. & Mauri,Accepted,,M,WCSP (in review),918431,,Fl. Roman. Prodr.,138,,1818,226535
Epilobium montanum,2140,0920   695,N,,kew-2790730,A,Onagraceae,,Epilobium,,,,L.,Accepted,,M,WCSP (in review),918547,612070-1,Sp. Pl.,348,,1753,226558
Epilobium montanum x obscurum (E. x aggregatum),2141,0920  2774,N,H,,,,,,,,,,,,,,,,,,,,
Epilobium montanum x parviflorum (E. x limosum),7507,0920  2760,N,H,,,,,,,,,,,,,,,,,,,,
Epilobium obscurum,2145,0920   696,N,,kew-2790799,A,Onagraceae,,Epilobium,,,,(Schreb.) Schreb.,Accepted,,M,WCSP (in review),918616,612128-1,Spic. Fl. Lips.,147,,1771,226567
Epilobium palustre,2150,0920   697,N,,kew-2790841,A,Onagraceae,,Epilobium,,,,L.,Accepted,,L,WCSP (in review),918658,612155-1,Sp. Pl.,348,,1753,226572
Epilobium parviflorum,2153,0920   698,N,,kew-2790874,A,Onagraceae,,Epilobium,,,,Schreb.,Accepted,,M,WCSP (in review),918691,,Spic. Fl. Lips.,155,,1771,226574
Epilobium roseum,2158,0920   700,N,,kew-2790998,A,Onagraceae,,Epilobium,,,,(Schreb.) Schreb.,Accepted,,M,WCSP (in review),918815,612275-1,Spic. Fl. Lips.,147,,1771,226602
Epilobium tetragonum,10246,0920  7292,N,,kew-2791119,A,Onagraceae,,Epilobium,,,,L.,Accepted,,M,WCSP (in review),918936,612378-1,Sp. Pl.,348,,1753,226632
Epipactis atrorubens,2191,0920   702,N,,kew-70091,A,Orchidaceae,,Epipactis,,,,(Hoffm.) Besser,Accepted,,H,WCSP,70091,20010355-1,Prim. Fl. Galic.,2: 220,,1809,239281
Epipactis helleborine,2193,0920   705,N,,kew-70185,A,Orchidaceae,,Epipactis,,,,(L.) Crantz,Accepted,,H,WCSP,70185,30219677-2,Stirp. Austr. Fasc.,"ed. 2, 2: 467",,1769,239303
Epipactis leptochila,9855,0920  5476,N,,kew-70246,A,Orchidaceae,,Epipactis,,,,(Godfery) Godfery,Accepted,,H,WCSP,70246,633244-1,J. Bot.,59: 146,,1921,239309
Epipactis palustris,2197,0920   708,N,,kew-70309,A,Orchidaceae,,Epipactis,,,,(L.) Crantz,Accepted,,H,WCSP,70309,,Stirp. Austr. Fasc.,"ed. 2, 2: 463",,1769,239319
Epipactis phyllanthes,2198,0920   709,N,,kew-70322,A,Orchidaceae,,Epipactis,,,,G.E.Sm.,Accepted,,H,WCSP,70322,633301-1,Gard. Chron.,12: 660,,1852,239322
Epipactis purpurata,2203,0920   710,N,,kew-70346,A,Orchidaceae,,Epipactis,,,,Sm.,Accepted,,H,WCSP,70346,633313-1,Engl. Fl.,4: 41,,1828,239326
Epipactis youngiana,2205,0920  2549,N,,,,,,,,,,,,,,,,,,,,,
Epipogium aphyllum,2206,0920   711,N,,kew-70443,A,Orchidaceae,,Epipogium,,,,Sw.,Accepted,,H,WCSP,70443,633401-1,Summa Veg. Scand.,32,,1814,239347
Equisetum arvense,2207,0910   712,N,,tro-26602003,P,Equisetaceae,,Equisetum,,,,L.,Accepted,,M,TRO,26602003,300073-2,Sp. Pl.,2: 1061,1061,1753,125360
Equisetum arvense x fluviatile (E. x litorale),2208,0910   715,N,H,,,,,,,,,,,,,,,,,,,,
Equisetum fluviatile,2209,0910   713,N,,tro-26602005,P,Equisetaceae,,Equisetum,,,,L.,Accepted,,M,TRO,26602005,30041462-2,Sp. Pl.,2: 1062,1062,1753,125365
Equisetum hyemale,2211,0910   714,N,,kew-2902170,P,Equisetaceae,,Equisetum,,,,L.,Accepted,,M,WCSP (in review),1024888,92939-2,Sp. Pl.,2: 1062,,1753,125368
Equisetum hyemale x variegatum (E. x trachyodon),2213,0910   722,N,H,,,,,,,,,,,,,,,,,,,,
Equisetum palustre,9661,0910   717,N,,tro-26602010,P,Equisetaceae,,Equisetum,,,,L.,Accepted,,M,TRO,26602010,30039890-2,Sp. Pl.,2: 1061,1061,1753,125375
Equisetum pratense,2215,0910   718,N,,tro-26602011,P,Equisetaceae,,Equisetum,,,,Ehrh.,Accepted,,M,TRO,26602011,60437142-2,Hannover. Mag.,22: 138,138,1784,125376
